bone,dataset,folder_split,split,case,path,unique_labels,is_binary,is_empty,foreground_voxels,total_voxels,foreground_fraction,foreground_volume_mm3,spacing_z,spacing_y,spacing_x,bbox_z,bbox_y,bbox_x,is_volume_outlier
LH,Dataset009_anatomy_LH,test,test,dataset8_092,nnUNet/nnUNet_raw/Dataset009_anatomy_LH/labelsTs/dataset8_092.nii.gz,0 1,1,0,286794,76808192,0.0037338985924834684,222527.26132965088,1.0,0.880859375,0.880859375,137,114,133,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_001,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_001.nii.gz,0 1,1,0,826151,105119744,0.007859142046616856,403394.04897978966,0.800000011920929,0.78125,0.78125,274,190,196,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_002,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_002.nii.gz,0 1,1,0,502549,38413956,0.013082458885515463,273119.9262988079,0.800000011920929,0.82421875,0.82421875,246,162,153,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_003,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_003.nii.gz,0 1,1,0,511454,55595520,0.00919955420868444,295233.6530075073,1.0,0.759765625,0.759765625,206,204,191,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_004,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_004.nii.gz,0 1,1,0,316197,21961856,0.01439755364938191,225105.0908203125,1.0,0.84375,0.84375,174,182,178,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_005,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_005.nii.gz,0 1,1,0,300936,81788928,0.0036794222318209135,241857.5188293457,1.0,0.896484375,0.896484375,192,135,157,0
RH,Dataset010_anatomy_RH,train_val,val,dataset8_006,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_006.nii.gz,0 1,1,0,306675,33635682,0.009117549630776031,202453.41796875,1.0,0.8125,0.8125,185,160,136,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_009,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_009.nii.gz,0 1,1,0,596773,30807525,0.019371014062311075,315170.76880346006,0.8000000715255737,0.8125,0.8125,252,183,171,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_010,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_010.nii.gz,0 1,1,0,343607,91750400,0.0037450190952845984,245676.69689383576,0.7989501953125,0.9459999799728394,0.9459999799728394,245,137,153,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_011,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_011.nii.gz,0 1,1,0,415390,82051072,0.005062578585201178,316137.04502826417,0.7989501953125,0.9760000109672546,0.9760000109672546,270,126,159,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_013,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_013.nii.gz,0 1,1,0,591746,98304000,0.006019551595052084,288938.4808680188,0.800000011920929,0.78125,0.78125,261,174,186,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_014,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_014.nii.gz,0 1,1,0,530631,44903236,0.011817210679426312,330381.27630615234,1.0,0.7890625,0.7890625,217,191,169,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_015,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_015.nii.gz,0 1,1,0,411790,34995740,0.011766860766481863,274465.92697143555,1.0,0.81640625,0.81640625,213,143,176,0
RH,Dataset010_anatomy_RH,train_val,val,dataset8_017,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_017.nii.gz,0 1,1,0,386806,73400320,0.005269813537597656,236087.646484375,1.0,0.78125,0.78125,181,161,175,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_018,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_018.nii.gz,0 1,1,0,729897,98304000,0.007424896240234375,356395.02484194963,0.800000011920929,0.78125,0.78125,262,192,166,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_019,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_019.nii.gz,0 1,1,0,644491,91750400,0.0070243944440569195,246913.8800112391,0.800048828125,0.6919999718666077,0.6919999718666077,247,185,170,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_020,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_020.nii.gz,0 1,1,0,640418,91750400,0.006980002267020089,312893.6497875649,0.7989501953125,0.7820000052452087,0.7820000052452087,255,182,173,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_021,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_021.nii.gz,0 1,1,0,717654,91750400,0.007821807861328125,350629.4003988724,0.7989501953125,0.7820000052452087,0.7820000052452087,280,179,186,0
RH,Dataset010_anatomy_RH,train_val,val,dataset8_022,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_022.nii.gz,0 1,1,0,456034,89391104,0.0051015590992141676,327670.0596008301,1.0,0.84765625,0.84765625,214,182,153,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_023,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_023.nii.gz,0 1,1,0,663347,50579750,0.013114873047019806,320669.0055962116,0.800000011920929,0.77734375,0.77734375,269,181,159,0
RH,Dataset010_anatomy_RH,train_val,val,dataset8_024,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_024.nii.gz,0 1,1,0,588873,91750400,0.006418206351143973,286974.5855905311,0.7989501953125,0.781000018119812,0.781000018119812,278,170,176,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_025,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_025.nii.gz,0 1,1,0,413001,42606745,0.009693324378569637,249561.34950256348,1.0,0.77734375,0.77734375,192,182,165,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_026,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_026.nii.gz,0 1,1,0,448348,73138176,0.006130150142109095,297404.42417907715,1.0,0.814453125,0.814453125,203,180,186,0
RH,Dataset010_anatomy_RH,train_val,val,dataset8_027,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_027.nii.gz,0 1,1,0,427166,82051072,0.005206098952613319,235987.2956613212,0.7999998927116394,0.8309999704360962,0.8309999704360962,245,148,162,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_029,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_029.nii.gz,0 1,1,0,493776,99352576,0.004969936562087731,242308.54470115312,0.7999998927116394,0.783203125,0.783203125,239,166,182,0
RH,Dataset010_anatomy_RH,train_val,val,dataset8_030,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_030.nii.gz,0 1,1,0,604906,74711040,0.0080966079444216,360032.8775405884,1.0,0.771484375,0.771484375,222,173,174,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_031,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_031.nii.gz,0 1,1,0,466913,81788928,0.005708755590976813,284981.0791015625,1.0,0.78125,0.78125,222,172,155,0
RH,Dataset010_anatomy_RH,train_val,val,dataset8_032,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_032.nii.gz,0 1,1,0,502530,91750400,0.005477142333984375,245524.71327749215,0.7989501953125,0.7820000052452087,0.7820000052452087,244,171,162,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_034,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_034.nii.gz,0 1,1,0,434296,95158272,0.004563933233255854,251023.08711987335,0.7999999523162842,0.8500000238418579,0.8500000238418579,255,172,165,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_035,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_035.nii.gz,0 1,1,0,646449,53282304,0.012132527151979013,337634.6524918481,0.800000011920929,0.8080000281333923,0.8080000281333923,295,179,164,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_037,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_037.nii.gz,0 1,1,0,445036,87293952,0.005098130967881944,273264.74076195154,1.0060241222381592,0.78125,0.78125,201,177,184,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_038,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_038.nii.gz,0 1,1,0,546156,91750400,0.005952627999441964,267532.47263726505,0.801025390625,0.7820000052452087,0.7820000052452087,251,163,165,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_041,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_041.nii.gz,0 1,1,0,663693,63382528,0.010471229547675978,324691.36769956624,0.800000011920929,0.7820000052452087,0.7820000052452087,259,171,172,0
RH,Dataset010_anatomy_RH,train_val,val,dataset8_042,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_042.nii.gz,0 1,1,0,491896,91750400,0.005361240931919643,283942.80873882055,0.7989501953125,0.8500000238418579,0.8500000238418579,258,165,143,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_043,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_043.nii.gz,0 1,1,0,407289,71827456,0.005670380418318031,303533.9668121338,1.0,0.86328125,0.86328125,205,157,161,0
RH,Dataset010_anatomy_RH,train_val,val,dataset8_044,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_044.nii.gz,0 1,1,0,635279,27693390,0.02293973399428528,302635.42264765257,0.625,0.8730469942092896,0.8730469942092896,340,161,157,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_047,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_047.nii.gz,0 1,1,0,392405,50593792,0.007755991090764654,274475.84595115535,1.2500052452087402,0.7480469942092896,0.7480469942092896,164,192,178,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_048,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_048.nii.gz,0 1,1,0,415962,108527616,0.0038327756135360055,259346.62388409703,0.800000011920929,0.8828125,0.8828125,254,134,144,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_049,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_049.nii.gz,0 1,1,0,638715,91750400,0.006961441040039063,301047.93631698587,0.79998779296875,0.767578125,0.767578125,263,195,180,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_050,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_050.nii.gz,0 1,1,0,884045,57584640,0.01535209736485285,330491.70587882487,0.8000000715255737,0.68359375,0.68359375,267,227,214,1
RH,Dataset010_anatomy_RH,train_val,train,dataset8_051,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_051.nii.gz,0 1,1,0,563142,91750400,0.0061377607073102676,331672.121140648,0.800048828125,0.8579999804496765,0.8579999804496765,261,165,164,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_052,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_052.nii.gz,0 1,1,0,403972,91750400,0.004402945382254464,242050.9282053266,0.7989501953125,0.8659999966621399,0.8659999966621399,236,127,146,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_053,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_053.nii.gz,0 1,1,0,470832,66846720,0.00704345703125,287373.046875,1.0,0.78125,0.78125,197,188,165,0
RH,Dataset010_anatomy_RH,train_val,val,dataset8_054,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_054.nii.gz,0 1,1,0,382246,78905344,0.0048443613654355275,265863.5365829468,1.0,0.833984375,0.833984375,220,121,188,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_055,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_055.nii.gz,0 1,1,0,350371,63176704,0.005545889193586294,240281.28393554688,1.0,0.828125,0.828125,196,162,153,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_056,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_056.nii.gz,0 1,1,0,401344,44359680,0.00904749538319483,242517.4521484375,1.0,0.77734375,0.77734375,197,176,170,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_057,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_057.nii.gz,0 1,1,0,385949,46519902,0.008296427623600755,363666.0634651184,1.0,0.970703125,0.970703125,231,150,170,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_058,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_058.nii.gz,0 1,1,0,300665,39005309,0.007708309656000931,266463.0716705322,1.0,0.94140625,0.94140625,225,138,153,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_059,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_059.nii.gz,0 1,1,0,499121,87031808,0.005734926246734987,304340.8052326732,0.7999801635742188,0.873046875,0.873046875,251,155,167,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_060,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_060.nii.gz,0 1,1,0,576283,37025604,0.015564445619847283,339391.0283202432,0.800000011920929,0.8579999804496765,0.8579999804496765,269,169,168,0
RH,Dataset010_anatomy_RH,train_val,val,dataset8_061,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_061.nii.gz,0 1,1,0,513216,91750400,0.005593610491071429,252673.23297587896,0.7989501953125,0.7850000262260437,0.7850000262260437,263,167,140,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_062,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_062.nii.gz,0 1,1,0,545318,43353240,0.01257848317680524,334501.9520492554,1.0,0.783203125,0.783203125,217,176,168,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_063,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_063.nii.gz,0 1,1,0,506630,33300480,0.015213894814729397,329648.4850692749,1.0,0.806640625,0.806640625,214,183,165,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_064,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_064.nii.gz,0 1,1,0,623132,91750400,0.006791599818638393,305238.87815826293,0.801025390625,0.7820000052452087,0.7820000052452087,247,185,173,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_065,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_065.nii.gz,0 1,1,0,532797,91750400,0.005807026454380581,260312.48017055297,0.7989501953125,0.7820000052452087,0.7820000052452087,246,199,168,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_066,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_066.nii.gz,0 1,1,0,674721,66584576,0.01013329273133766,413878.6755409241,1.0,0.783203125,0.783203125,201,192,232,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_067,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_067.nii.gz,0 1,1,0,457507,43642368,0.010483092943077699,299105.24760696496,0.7999989986419678,0.9039999842643738,0.9039999842643738,248,153,151,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_068,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_068.nii.gz,0 1,1,0,695167,91750400,0.007576719011579241,366202.1489060497,0.7989501953125,0.8119999766349792,0.8119999766349792,272,184,183,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_069,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_069.nii.gz,0 1,1,0,394131,91750400,0.004295686994280134,257687.84552438653,0.800048828125,0.9039999842643738,0.9039999842643738,247,145,139,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_070,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_070.nii.gz,0 1,1,0,803677,91750400,0.008759384155273437,281782.4965453575,0.800048828125,0.6620000004768372,0.6620000004768372,253,196,201,0
RH,Dataset010_anatomy_RH,train_val,val,dataset8_071,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_071.nii.gz,0 1,1,0,338024,23401521,0.014444531190942675,233728.41481094973,0.800000011920929,0.9296875,0.9296875,250,146,138,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_072,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_072.nii.gz,0 1,1,0,488700,32387901,0.015088967945159522,328852.3864746094,1.0,0.8203125,0.8203125,220,180,135,0
RH,Dataset010_anatomy_RH,train_val,val,dataset8_073,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_073.nii.gz,0 1,1,0,479108,86245376,0.005555173184009309,233953.73165607452,0.800048828125,0.78125,0.78125,254,166,177,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_074,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_074.nii.gz,0 1,1,0,436993,85458944,0.005113484669316766,333442.0810433005,0.801025390625,0.9760000109672546,0.9760000109672546,258,155,149,0
RH,Dataset010_anatomy_RH,train_val,val,dataset8_075,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_075.nii.gz,0 1,1,0,455270,77070336,0.005907201442588755,331659.15157318115,1.0,0.853515625,0.853515625,215,147,192,0
RH,Dataset010_anatomy_RH,train_val,val,dataset8_076,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_076.nii.gz,0 1,1,0,563584,91750400,0.006142578125,276069.5132138078,0.801025390625,0.7820000052452087,0.7820000052452087,245,167,181,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_077,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_077.nii.gz,0 1,1,0,598618,91750400,0.006524418422154018,251040.2564889781,0.800048828125,0.7239999771118164,0.7239999771118164,235,194,173,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_078,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_078.nii.gz,0 1,1,0,572298,44248296,0.012933786195970123,325332.60925562703,0.7999267578125,0.8429999947547913,0.8429999947547913,262,164,154,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_079,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_079.nii.gz,0 1,1,0,513215,34712700,0.014784646541467533,246726.68600082397,1.0,0.693359375,0.693359375,216,230,157,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_080,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_080.nii.gz,0 1,1,0,633787,92536832,0.006849024180987739,381052.1518058777,1.0,0.775390625,0.775390625,217,202,204,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_081,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_081.nii.gz,0 1,1,0,643015,38128896,0.016864243853270757,326759.1295482146,0.800000011920929,0.796999990940094,0.796999990940094,260,173,156,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_082,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_082.nii.gz,0 1,1,0,450899,48721920,0.009254540871952502,297663.79296875,1.0,0.8125,0.8125,216,172,168,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_083,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_083.nii.gz,0 1,1,0,642667,91750400,0.007004514421735491,287691.4705923388,0.79998779296875,0.748046875,0.748046875,250,196,202,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_084,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_084.nii.gz,0 1,1,0,437003,70254592,0.0062202766760071715,315444.53687667847,1.0,0.849609375,0.849609375,221,171,160,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_085,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_085.nii.gz,0 1,1,0,422070,34551580,0.01221564976189222,282115.0755160198,0.8000000715255737,0.9140625,0.9140625,257,149,146,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_086,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_086.nii.gz,0 1,1,0,608891,38397440,0.015857593631242083,263790.67222213745,1.0,0.658203125,0.658203125,219,192,203,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_087,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_087.nii.gz,0 1,1,0,647937,42522480,0.015237516720567569,338909.33748422464,0.800000011920929,0.80859375,0.80859375,264,171,171,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_089,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_089.nii.gz,0 1,1,0,550529,76283904,0.007216843542774108,330994.8927345276,1.0,0.775390625,0.775390625,202,173,173,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_093,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_093.nii.gz,0 1,1,0,629606,85196800,0.007390019343449519,367182.90285491943,1.0,0.763671875,0.763671875,209,195,202,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_094,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_094.nii.gz,0 1,1,0,344984,82051072,0.004204503263528355,262553.7984593531,0.7989501953125,0.9760000109672546,0.9760000109672546,263,150,139,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_095,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_095.nii.gz,0 1,1,0,587219,67371008,0.008716197329272556,271280.55487060547,1.0,0.6796875,0.6796875,191,216,200,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_096,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_096.nii.gz,0 1,1,0,529933,91750400,0.005775811331612723,258913.19499588333,0.7989501953125,0.7820000052452087,0.7820000052452087,244,178,183,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_097,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_097.nii.gz,0 1,1,0,461106,78643200,0.005863265991210937,356193.40896606445,1.0,0.87890625,0.87890625,214,172,170,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_098,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_098.nii.gz,0 1,1,0,576941,91750400,0.0062881578717912945,282612.38967587345,0.801025390625,0.7820000052452087,0.7820000052452087,250,189,178,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_099,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_099.nii.gz,0 1,1,0,354789,31243212,0.011355714642911874,215464.6438179016,1.0,0.779296875,0.779296875,184,159,192,0
RH,Dataset010_anatomy_RH,train_val,train,dataset8_100,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTr/dataset8_100.nii.gz,0 1,1,0,361620,91750400,0.00394134521484375,217237.3543044679,0.801025390625,0.8659999966621399,0.8659999966621399,239,156,136,0
RH,Dataset010_anatomy_RH,test,test,dataset8_007,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTs/dataset8_007.nii.gz,0 1,1,0,408934,83099648,0.00492100760763752,285759.60485839844,1.0,0.8359375,0.8359375,194,169,162,0
RH,Dataset010_anatomy_RH,test,test,dataset8_008,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTs/dataset8_008.nii.gz,0 1,1,0,593610,87818240,0.006759529683127332,261588.39501125203,0.800000011920929,0.7421875,0.7421875,245,208,194,0
RH,Dataset010_anatomy_RH,test,test,dataset8_012,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTs/dataset8_012.nii.gz,0 1,1,0,361695,69468160,0.005206629915057488,279400.77781677246,1.0,0.87890625,0.87890625,193,172,138,0
RH,Dataset010_anatomy_RH,test,test,dataset8_016,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTs/dataset8_016.nii.gz,0 1,1,0,584866,61603840,0.009493986089178856,356973.876953125,1.0,0.78125,0.78125,217,163,196,0
RH,Dataset010_anatomy_RH,test,test,dataset8_028,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTs/dataset8_028.nii.gz,0 1,1,0,449913,32602480,0.013799962456843774,311463.97242736816,1.0,0.83203125,0.83203125,199,157,169,0
RH,Dataset010_anatomy_RH,test,test,dataset8_033,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTs/dataset8_033.nii.gz,0 1,1,0,695921,38685985,0.017988969390336063,355268.4403555577,0.800000011920929,0.798828125,0.798828125,270,176,163,0
RH,Dataset010_anatomy_RH,test,test,dataset8_036,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTs/dataset8_036.nii.gz,0 1,1,0,537021,51241984,0.010480097726114586,327771.6064453125,1.0,0.78125,0.78125,209,171,175,0
RH,Dataset010_anatomy_RH,test,test,dataset8_039,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTs/dataset8_039.nii.gz,0 1,1,0,250472,19438496,0.012885359031892179,298242.03827230464,0.800000011920929,1.2200000286102295,1.2200000286102295,243,108,136,0
RH,Dataset010_anatomy_RH,test,test,dataset8_040,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTs/dataset8_040.nii.gz,0 1,1,0,406668,91750400,0.004432329450334821,199204.7978644404,0.801025390625,0.7820000052452087,0.7820000052452087,245,158,155,0
RH,Dataset010_anatomy_RH,test,test,dataset8_045,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTs/dataset8_045.nii.gz,0 1,1,0,486467,27656464,0.017589631125656556,359268.2312011719,1.0,0.859375,0.859375,213,175,161,0
RH,Dataset010_anatomy_RH,test,test,dataset8_046,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTs/dataset8_046.nii.gz,0 1,1,0,461898,72089600,0.006407276500355114,281920.166015625,1.0,0.78125,0.78125,213,185,144,0
RH,Dataset010_anatomy_RH,test,test,dataset8_088,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTs/dataset8_088.nii.gz,0 1,1,0,589984,50851094,0.01160218893225778,374386.33682879107,0.800000011920929,0.890625,0.890625,267,162,147,0
RH,Dataset010_anatomy_RH,test,test,dataset8_090,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTs/dataset8_090.nii.gz,0 1,1,0,350891,78905344,0.004446986505755555,267743.01936041255,0.801025390625,0.9760000109672546,0.9760000109672546,246,141,134,0
RH,Dataset010_anatomy_RH,test,test,dataset8_091,nnUNet/nnUNet_raw/Dataset010_anatomy_RH/labelsTs/dataset8_091.nii.gz,0 1,1,0,414309,71827456,0.005768114632933679,200301.61065673828,1.0,0.6953125,0.6953125,185,168,174,0
